행사명,장소,행사내용,행사시작일자,행사종료일자,행사시작시각,행사종료시각,요금정보,주관기관명,주최기관명,전화번호,후원기관명,객석수,관람요금,입장연령,할인정보,유의사항,홈페이지주소,예매정보,주차장보유여부,소재지도로명주소,소재지지번주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
6월 키즈예술공연,강남씨어터,판소리 그림자 음악극 <개굴개굴 고래고래>,2025-06-21,2025-06-21,11:00,15:00,유료,강남문화재단,강남문화재단,02-6712-0523,서울특별시 강남구청,232,전석 10000원,4세 이상,단체할인(10인 이상) 30/ 다둥이할인(2자녀 이상) 50 / 다둥이카드 혹은 등본 지참,,https://www.gangnam.go.kr/office/gfac/board/gfac_perform02/252/view.do?mid=gfac_perform0105&pgno=2&keyfield=BDM_MAIN_TITLE,https://tickets.interpark.com/goods/25007698,Y,서울특별시 강남구 역삼로7길 16,서울특별시 강남구 역삼동 829-20,37.495390,127.0332838,2026-05-08,3220000,서울특별시 강남구
5월 키즈예술공연,강남씨어터,어린이 환경생각 창작 판소리극 <배꼽잡는 슬로우>,2025-05-17,2025-05-17,11:00,15:00,유료,강남문화재단,강남문화재단,02-6712-0523,서울특별시 강남구청,232,전석 10000원,4세 이상,단체할인(10인 이상) 30/ 다둥이할인(2자녀 이상) 50 / 다둥이카드 혹은 등본 지참,,https://www.gangnam.go.kr/office/gfac/board/gfac_perform02/251/view.do?mid=gfac_perform0105&pgno=2&keyfield=BDM_MAIN_TITLE,https://tickets.interpark.com/goods/25005989,Y,서울특별시 강남구 역삼로7길 16,서울특별시 강남구 역삼동 829-20,37.495390,127.0332838,2026-05-08,3220000,서울특별시 강남구
4월 키즈예술공연,강남씨어터,<뜀뛰는 여관>,2025-04-19,2025-04-19,11:00,15:00,유료,강남문화재단,강남문화재단,02-6712-0523,서울특별시 강남구청,232,전석 10000원,3세 이상,단체할인(10인 이상) 30/ 다둥이할인(2자녀 이상) 50 / 다둥이카드 혹은 등본 지참,,https://www.gangnam.go.kr/office/gfac/board/gfac_perform02/250/view.do?mid=gfac_perform0105&pgno=2&keyfield=BDM_MAIN_TITLE,https://tickets.interpark.com/goods/25004862,Y,서울특별시 강남구 역삼로7길 16,서울특별시 강남구 역삼동 829-20,37.495390,127.0332838,2026-05-08,3220000,서울특별시 강남구
제1012회 목요예술무대,강남씨어터,전통과 현대가 뒤섞인 폭발하는 에너지 <다크니스 품바>,2026-05-21,2026-05-21,19:00,20:00,유료,강남문화재단,강남문화재단,02-6712-0524,서울특별시 강남구청,232,전석 10000원,15세 이상,"예술인패스할인(본인만) 30/강남구거주자할인(본인만) 30/미취학아동 및 초중고대학생 할인(본인만) 50/경증장애인할인(본인만) 50/중증장애인할인(동반 1인 포함) 50 / 경로우대할인(만65세 이상, 본인만) 50 / 임산부할인(본인만) 50/국가유공자할인(본인 및 배우자) 50",,https://www.gangnam.go.kr/office/gfac/board/gfac_perform09/626/view.do?mid=gfac_perform0104&pgno=1&keyfield=BDM_MAIN_TITLE,https://tickets.interpark.com/goods/26006333,Y,서울특별시 강남구 역삼로7길 16,서울특별시 강남구 역삼동 829-20,37.495390,127.0332838,2026-05-08,3220000,서울특별시 강남구
제1011회 목요예술무대,강남씨어터,첫 번째 파장 <고고학>,2026-05-07,2026-05-07,19:00,20:00,유료,강남문화재단,강남문화재단,02-6712-0524,서울특별시 강남구청,232,전석 20000원,만 7세 이상,"예술인패스할인(본인만) 30/강남구거주자할인(본인만) 30/미취학아동 및 초중고대학생 할인(본인만) 50/경증장애인할인(본인만) 50/중증장애인할인(동반 1인 포함) 50 / 경로우대할인(만65세 이상, 본인만) 50 / 임산부할인(본인만) 50/국가유공자할인(본인 및 배우자) 50",,https://www.gangnam.go.kr/office/gfac/board/gfac_perform09/625/view.do?mid=gfac_perform0104&pgno=1&keyfield=BDM_MAIN_TITLE,https://tickets.interpark.com/goods/26006248,Y,서울특별시 강남구 역삼로7길 16,서울특별시 강남구 역삼동 829-20,37.495390,127.0332838,2026-05-08,3220000,서울특별시 강남구
제1010회 목요예술무대,강남씨어터,<노래로 걷는 시간>,2026-04-23,2026-04-23,19:00,20:00,유료,강남문화재단,강남문화재단,02-6712-0524,서울특별시 강남구청,232,전석 10000원,만 7세 이상,"예술인패스할인(본인만) 30/강남구거주자할인(본인만) 30/미취학아동 및 초중고대학생 할인(본인만) 50/경증장애인할인(본인만) 50/중증장애인할인(동반 1인 포함) 50 / 경로우대할인(만65세 이상, 본인만) 50 / 임산부할인(본인만) 50/국가유공자할인(본인 및 배우자) 50",,https://www.gangnam.go.kr/office/gfac/board/gfac_perform09/624/view.do?mid=gfac_perform0104&pgno=1&keyfield=BDM_MAIN_TITLE,https://tickets.interpark.com/goods/26005132,Y,서울특별시 강남구 역삼로7길 16,서울특별시 강남구 역삼동 829-20,37.495390,127.0332838,2026-05-08,3220000,서울특별시 강남구
제1009회 목요예술무대,강남씨어터,<춤으로 쓰는 독립일기>,2026-04-09,2026-04-09,19:00,20:00,유료,강남문화재단,강남문화재단,02-6712-0524,서울특별시 강남구청,232,전석 10000원,5세 이상,"예술인패스할인(본인만) 30/강남구거주자할인(본인만) 30/미취학아동 및 초중고대학생 할인(본인만) 50/경증장애인할인(본인만) 50/중증장애인할인(동반 1인 포함) 50 / 경로우대할인(만65세 이상, 본인만) 50 / 임산부할인(본인만) 50/국가유공자할인(본인 및 배우자) 50",,https://www.gangnam.go.kr/office/gfac/board/gfac_perform09/623/view.do?mid=gfac_perform0104&pgno=1&keyfield=BDM_MAIN_TITLE,https://tickets.interpark.com/goods/26004178,Y,서울특별시 강남구 역삼로7길 16,서울특별시 강남구 역삼동 829-20,37.495390,127.0332838,2026-05-08,3220000,서울특별시 강남구
강서아트리움 기획공연 <그림자 인형극>,강서아트리움,"빛과 그림자를 활용해 동화 속 이야기를 생생하게 들려주는 공연으로, 어린이와 가족 관객을 위한 창작 아동극 공연 (2회 운영)",2026-11-28,2026-11-28,15:00,16:30,유료,강서아트리움,강서아트리움,02-2692-4266,,215,20000원,초등학생 이상,강서구민+재직자 등 50 할인,,https://culture.gangseo.seoul.kr,,Y,서울특별시 강서구 가로공원로 195,서울특별시 강서구 화곡동 379-68,37.5369492,126.8377072,2026-05-18,3150000,서울특별시 강서구
강서아트리움 기획공연 <재즈in강서>,강서아트리움,국내 재즈 아티스트를 섭외하여 다채로운 음악을 선보이는 공연,2026-11-07,2026-11-07,15:00,16:30,유료,강서아트리움,강서아트리움,02-2692-4266,,215,20000원,초등학생 이상,강서구민+재직자 등 50 할인,,https://culture.gangseo.seoul.kr,,Y,서울특별시 강서구 가로공원로 195,서울특별시 강서구 화곡동 379-68,37.5369492,126.8377072,2026-05-18,3150000,서울특별시 강서구
겸재 내일의 작가 공모전&수상자 전,겸재정선미술관 1층,겸재의 화혼을 잇는 신진작가 발굴 프로젝트 공모전                   및 전년도 대상 수상자 작품 전시,2026-10-30,2026-11-26,10:00,18:00,유료,겸재정선미술관,겸재정선미술관,02-2659-2206,,,성인1000원+청소년500원 등,,,,https://culture.gangseo.seoul.kr,,Y,서울특별시 강서구 양천로47길 36,서울특별시 강서구 마곡동 815,37.572223,126.8387234,2026-05-18,3150000,서울특별시 강서구
강서아트리움 기획공연 <낭독극장>,강서아트리움,무대 장치나 화려한 조명 없이 목소리 연기 만으로 표현해 내는 낭독극 공연,2026-10-17,2026-10-17,15:00,16:30,유료,강서아트리움,강서아트리움,02-2692-4266,,215,20000원,초등학생 이상,강서구민+재직자 등 50 할인,,https://culture.gangseo.seoul.kr,,Y,서울특별시 강서구 가로공원로 195,서울특별시 강서구 화곡동 379-68,37.5369492,126.8377072,2026-05-18,3150000,서울특별시 강서구
허준축제 기념 특별전<동의보감 속 K-뷰티>,허준박물관,동의보감 속 건강관리법과 K-뷰티에 관한 전시,2026-10-08,2027-03-01,10:00,18:00,유료,허준박물관,허준박물관,02-3661-8686,,,성인1000원+청소년500원 등,,,,https://culture.gangseo.seoul.kr,,Y,서울특별시 강서구 허준로 87,서울특별시 강서구 가양동 26-5,37.5678725,126.8510312,2026-05-18,3150000,서울특별시 강서구
강서아트리움 기획공연 <라디오페라>,강서아트리움,라디오 형식의 알기 쉬운 해설과 함께 들어보는 오페라 명곡 렉처콘서트,2026-09-12,2026-09-12,15:00,16:30,유료,강서아트리움,강서아트리움,02-2692-4266,,215,20000원,초등학생 이상,강서구민+재직자 등 50 할인,,https://culture.gangseo.seoul.kr,,Y,서울특별시 강서구 가로공원로 195,서울특별시 강서구 화곡동 379-68,37.5369492,126.8377072,2026-05-18,3150000,서울특별시 강서구
허준박물관 제17회 건강의학교실,허준박물관,"건강, 의학 관련 강좌",2026-09-03,2026-11-19,10:00,18:00,유료,허준박물관,허준박물관,02-3661-8686,,,40000원,성인,,,https://culture.gangseo.seoul.kr,,Y,서울특별시 강서구 허준로 87,서울특별시 강서구 가양동 26-5,37.5678725,126.8510312,2026-05-18,3150000,서울특별시 강서구
겸재정선미술관 기획전 Ⅱ <유근택 개인전>,겸재정선미술관 1층,한국 현대 수묵화의 새로운 지평을 연 유근택 작가의 모필소묘를 중심으로 한 개인전,2026-08-04,2026-10-22,10:00,18:00,유료,겸재정선미술관,겸재정선미술관,02-2659-2206,,,성인1000원+청소년500원 등,,,,https://culture.gangseo.seoul.kr,,Y,서울특별시 강서구 양천로47길 36,서울특별시 강서구 마곡동 815,37.572223,126.8387234,2026-05-18,3150000,서울특별시 강서구
강서아트리움 기획공연 <역사콘서트>,강서아트리움,"역사 강연과 공연이 결합된 새로운 형식의 문화콘텐츠로, 전문가의 해설과 함께 음악, 낭독, 영상 등 다양한 공연 요소로 풀어내는 프로그램 (일요일 운영)",2026-08-16,2026-08-16,15:00,16:30,유료,강서아트리움,강서아트리움,02-2692-4266,,215,20000원,초등학생 이상,강서구민+재직자 등 50 할인,,https://culture.gangseo.seoul.kr,,Y,서울특별시 강서구 가로공원로 195,서울특별시 강서구 화곡동 379-68,37.5369492,126.8377072,2026-05-18,3150000,서울특별시 강서구
강서아트리움 기획공연 <뮤지컬 갈라 콘서트>,강서아트리움,"뮤지컬을 사랑하는 신예 배우들이 무대에 올라, 다양한 작품 속 명곡들을 선보이는 콘서트",2026-07-18,2026-07-18,15:00,16:30,유료,강서아트리움,강서아트리움,02-2692-4266,,215,20000원,초등학생 이상,강서구민+재직자 등 50 할인,,https://culture.gangseo.seoul.kr,,Y,서울특별시 강서구 가로공원로 195,서울특별시 강서구 화곡동 379-68,37.5369492,126.8377072,2026-05-18,3150000,서울특별시 강서구
"강서아트리움 기획공연 <팀 퍼니스트 - 처에, 테이블, 체어>",강서아트리움,"저글링, 마술, 마임, 아크로바틱 등 서커스와 악기 연주를 혼합한 복합 장르의 퍼포먼스로 가족 관객들의 큰 호응을 얻은 작품(2회 운영)",2026-07-04,2026-07-04,15:00,16:30,유료,강서아트리움,강서아트리움,02-2692-4266,,215,20000원,초등학생 이상,강서구민+재직자 등 50 할인,,https://culture.gangseo.seoul.kr,,Y,서울특별시 강서구 가로공원로 195,서울특별시 강서구 화곡동 379-68,37.5369492,126.8377072,2026-05-18,3150000,서울특별시 강서구
강서아트리움 기획공연 <유희스카 콘서트 - 살판난다>,강서아트리움,전통연희와 자메이카 스카 장르와의 협업을 통해 국악의 발전 가능성을 보여주며 현대적이고 트렌디한 장르가 될 수 있음을 증명하는 실력파 퍼포먼스팀,2026-06-20,2026-06-20,15:00,16:30,유료,강서아트리움,강서아트리움,02-2692-4266,,215,20000원,초등학생 이상,강서구민+재직자 등 50 할인,,https://culture.gangseo.seoul.kr,,Y,서울특별시 강서구 가로공원로 195,서울특별시 강서구 화곡동 379-68,37.5369492,126.8377072,2026-05-18,3150000,서울특별시 강서구
강서아트리움 기획공연 <재즈in강서 - Tap&Talk>,강서아트리움,탭댄스와 스윙 재즈의 만남으로 역동적인 리듬과 활기찬 에너지를 선사하는 공연,2026-05-30,2026-05-30,15:00,16:30,유료,강서아트리움,강서아트리움,02-2692-4266,,215,20000원,초등학생 이상,강서구민+재직자 등 50 할인,,https://culture.gangseo.seoul.kr,,Y,서울특별시 강서구 가로공원로 195,서울특별시 강서구 화곡동 379-68,37.5369492,126.8377072,2026-05-18,3150000,서울특별시 강서구
허준박물관 어린이 축제 <허준BomBom),허준박물관,"어린이날 기념 뮤지엄 마술쇼, 약낭만들기 체험 등",2026-05-05,2026-05-05,10:00,17:00,유료,허준박물관,허준박물관,02-3661-8686,,,뮤지엄 쇼 무료+체험(3000원/5000원),,,,https://culture.gangseo.seoul.kr,,Y,서울특별시 강서구 허준로 87,서울특별시 강서구 가양동 26-5,37.5678725,126.8510312,2026-05-18,3150000,서울특별시 강서구
강서아트리움 기획공연 <창작매직컬 - 명화배달부>,강서아트리움,마술과 스트리트 댄스를 결합하여 유명 명화를 배달하는 과정을 신나고 재미있게 풀어낸 가족 뮤지컬 공연(일요일 2회 운영),2026-05-03,2026-05-03,15:00,16:30,무료,강서아트리움,강서아트리움,02-2692-4266,,215,,초등학생 이상,,,https://culture.gangseo.seoul.kr,,Y,서울특별시 강서구 가로공원로 195,서울특별시 강서구 화곡동 379-68,37.5369492,126.8377072,2026-05-18,3150000,서울특별시 강서구
"정선 탄생 350주년 기념 <소나무, 늘 푸르른>특별전",겸재정선미술관 1층,정선의 소나무를 통해 본 조선 선비 정신과 예술적 의미 그리고 현대적 계승 고찰,2026-04-14,2026-06-21,10:00,18:00,유료,겸재정선미술관,겸재정선미술관,02-2659-2206,,,성인1000원+청소년500원 등,,,,https://culture.gangseo.seoul.kr,,Y,서울특별시 강서구 양천로47길 36,서울특별시 강서구 마곡동 815,37.572223,126.8387234,2026-05-18,3150000,서울특별시 강서구
강서아트리움 기획공연 <낭만극장 - Record Seoul>,강서아트리움,"7080 추억의 음악들을 레코드 카페에서 라디오자키와 함께 듣는 컨셉으로, 한 시대를 풍미했던 음악가들의 출연",2026-04-11,2026-04-11,15:00,16:30,무료,강서아트리움,강서아트리움,02-2692-4266,,215,,초등학생 이상,,,https://culture.gangseo.seoul.kr,,Y,서울특별시 강서구 가로공원로 195,서울특별시 강서구 화곡동 379-68,37.5369492,126.8377072,2026-05-18,3150000,서울특별시 강서구
허준박물관 제17회 박물관대학,허준박물관,"문화, 역사, 인문학 관련 강좌",2026-04-06,2026-06-11,10:00,18:00,유료,허준박물관,허준박물관,02-3661-8686,,,40000원,성인,,,https://culture.gangseo.seoul.kr,,Y,서울특별시 강서구 허준로 87,서울특별시 강서구 가양동 26-5,37.5678725,126.8510312,2026-05-18,3150000,서울특별시 강서구
"허준박물관 개관 21주년 기념 <오감만족, 우리음식> 특별전",허준박물관,허준박물관 개관 21주년을 기념하여 오감을 통해서 본 우리나라 음식을 주제로 전시,2026-03-20,2026-09-06,10:00,18:00,유료,허준박물관,허준박물관,02-3661-8686,,,성인1000원+청소년500원 등,,,,https://culture.gangseo.seoul.kr,,Y,서울특별시 강서구 허준로 87,서울특별시 강서구 가양동 26-5,37.5678725,126.8510312,2026-05-18,3150000,서울특별시 강서구
강서아트리움 기획공연 <라디오페라 - 사랑의 묘약>,강서아트리움,이탈리아 작곡가 가에타노 도니체티가 창작한 코믹 오페라 ‘사랑의 묘약’을 주제로 알기 쉬운 해설과 함께 감상하는 공연,2026-03-14,2026-03-14,15:00,16:30,유료,강서아트리움,강서아트리움,02-2692-4266,,215,20000원,초등학생 이상,강서구민+재직자 등 50 할인,,https://culture.gangseo.seoul.kr,,Y,서울특별시 강서구 가로공원로 195,서울특별시 강서구 화곡동 379-68,37.5369492,126.8377072,2026-05-18,3150000,서울특별시 강서구
강서아트리움 기획공연 <강서의 봄 - 고성현의 시간에 기대어>,강서아트리움,성악가 고성현(바리톤)의 단독 콘서트,2026-02-21,2026-02-21,16:00,17:30,유료,강서아트리움,강서아트리움,02-2692-4266,,215,20000원,초등학생 이상,강서구민+재직자 등 50 할인,,https://culture.gangseo.seoul.kr,,Y,서울특별시 강서구 가로공원로 195,서울특별시 강서구 화곡동 379-68,37.5369492,126.8377072,2026-05-18,3150000,서울특별시 강서구
